,sepal length,sepal width,petal length,petal width,target
51,6.3,2.5,4.9,1.5,Iris-versicolor
52,6.4,2.9,4.3,1.3,Iris-versicolor
53,6.6,3.0,4.4,1.4,Iris-versicolor
54,6.8,2.8,4.8,1.4,Iris-versicolor
55,6.7,3.0,5.0,1.7,Iris-versicolor
56,6.0,2.9,4.5,1.5,Iris-versicolor
57,5.7,2.6,3.5,1.0,Iris-versicolor
58,6.0,2.7,5.1,1.6,Iris-versicolor
59,5.4,3.0,4.5,1.5,Iris-versicolor
60,6.0,3.4,4.5,1.6,Iris-versicolor
61,6.7,3.1,4.7,1.5,Iris-versicolor
62,6.3,2.3,4.4,1.3,Iris-versicolor
63,5.6,3.0,4.1,1.3,Iris-versicolor
64,5.0,2.3,3.3,1.0,Iris-versicolor
65,5.6,2.7,4.2,1.3,Iris-versicolor
66,5.7,3.0,4.2,1.2,Iris-versicolor
67,5.7,2.9,4.2,1.3,Iris-versicolor
68,6.2,2.9,4.3,1.3,Iris-versicolor
69,5.7,2.8,4.1,1.3,Iris-versicolor
70,6.3,3.3,6.0,2.5,Iris-virginica
71,7.1,3.0,5.9,2.1,Iris-virginica
72,6.3,2.9,5.6,1.8,Iris-virginica
73,7.6,3.0,6.6,2.1,Iris-virginica
74,4.9,2.5,4.5,1.7,Iris-virginica
75,7.3,2.9,6.3,1.8,Iris-virginica
76,6.7,2.5,5.8,1.8,Iris-virginica
77,7.2,3.6,6.1,2.5,Iris-virginica
78,6.4,2.7,5.3,1.9,Iris-virginica
79,6.8,3.0,5.5,2.1,Iris-virginica
80,5.7,2.5,5.0,2.0,Iris-virginica
81,6.4,3.2,5.3,2.3,Iris-virginica
82,7.7,3.8,6.7,2.2,Iris-virginica
83,7.7,2.6,6.9,2.3,Iris-virginica
84,6.0,2.2,5.0,1.5,Iris-virginica
85,6.9,3.2,5.7,2.3,Iris-virginica
86,5.6,2.8,4.9,2.0,Iris-virginica
87,7.7,2.8,6.7,2.0,Iris-virginica
88,6.3,2.7,4.9,1.8,Iris-virginica
89,6.7,3.3,5.7,2.1,Iris-virginica
90,7.2,3.2,6.0,1.8,Iris-virginica
91,6.2,2.8,4.8,1.8,Iris-virginica
92,6.4,2.8,5.6,2.1,Iris-virginica
93,7.2,3.0,5.8,1.6,Iris-virginica
94,7.4,2.8,6.1,1.9,Iris-virginica
95,7.9,3.8,6.4,2.0,Iris-virginica
96,6.4,2.8,5.6,2.2,Iris-virginica
97,6.3,2.8,5.1,1.5,Iris-virginica
98,7.7,3.0,6.1,2.3,Iris-virginica
99,6.3,3.4,5.6,2.4,Iris-virginica
100,6.4,3.1,5.5,1.8,Iris-virginica
101,6.0,3.0,4.8,1.8,Iris-virginica
102,6.9,3.1,5.4,2.1,Iris-virginica
103,6.7,3.1,5.6,2.4,Iris-virginica
104,6.9,3.1,5.1,2.3,Iris-virginica
105,6.8,3.2,5.9,2.3,Iris-virginica
106,6.7,3.3,5.7,2.5,Iris-virginica
107,6.7,3.0,5.2,2.3,Iris-virginica
108,6.3,2.5,5.0,1.9,Iris-virginica
109,6.2,3.4,5.4,2.3,Iris-virginica
110,5.9,3.0,5.1,1.8,Iris-virginica
